=== Gefundene PMB-Treffer ===
10523.xml  [person]  "Skram-Knudsen, Johanne"  (no-match)
10523.xml  [person]  "Wisdom, J. H. (Übersetzer, England)"  (no-match)
10523.xml  [org]  "Schillertheater Altona (Hamburg)"  (no-match)
10524.xml  [bibl]  "Neue Romanreihe (Buchreihe, S. Fischer?)"  (no-match)
10524.xml  [org]  "Deutscher Verlegerverein"  (no-match)
10525.xml  [bibl]  "Bergisch-märkische Zeitung"  (no-match)
10525.xml  [bibl]  "Hans Kyser: Die Erziehung zur Liebe"  (no-match)
10526.xml  [bibl]  "Neue Romanreihe (Buchreihe, S. Fischer?)"  (no-match)
10526.xml  [org]  "Globus-Verlag (Berlin)"  (no-match)
10526.xml  [org]  "Deutscher Verlegerverein"  (no-match)
10526.xml  [person]  "Spanuth, Heinrich"  (no-match)
10527.xml  [bibl]  "Neue Romanreihe (Buchreihe, S. Fischer?)"  (no-match)
10527.xml  [org]  "Deutscher Verlegerverein"  (no-match)
10528.xml  [bibl]  "Corriere della Sera"  (no-match)
10528.xml  [bibl]  "Neue Romanreihe (Buchreihe, S. Fischer?)"  (no-match)
10528.xml  [org]  "Deutscher Verlegerverein"  (no-match)
10529.xml  [org]  "Deutscher Verlegerverein"  (no-match)
10532.xml  [org]  "Gowans and Gray, Ltd. (London, Glasgow)"  (no-match)
10532.xml  [org]  "The German Publication Society (New York)"  (no-match)
10532.xml  [org]  "Allgemeiner Schriftstellerverein"  (no-match)
10533.xml  [person]  "Zavrel, Franz"  (no-match)
